1144	The Shangri-Las	Leader of the Pack	1964
1145	Wham!	I'm Your Man	1985
1146	Neil Sedaka	Oh Carol	1959
1147	TLC	Unpretty	1999
1148	The New Seekers	I'd Like to Teach the World to Sing	1972
1149	Metallica	Until it Sleeps	1996
1150	Celine Dion	Think Twice	1995
1151	Dead Or Alive	You Spin me 'round (Like a Record)	1985
1152	Run DMC & Aerosmith	Walk This Way	1986
1153	Harry James	I've Heard That Song Before	1943
1154	George Michael	Praying For Time	1990
1155	Phil Collins	You Can't Hurry Love	1983
1156	Annie Lennox	No More 'I Love Yous'	1995
1157	Will Smith	Switch	2005
1158	Anastacia	I'm Outta Love	2000
1159	The Prodigy	Breathe	1996
1160	John Cougar Mellencamp	Jack & Diane	1982
1161	U2	The Sweetest Thing	1998
1162	Nelly & Tim McGraw	Over & Over	2005
1163	Jon Secada	Just Another Day	1992
1164	The Cars	Drive	1984
1165	Kyu Sakamoto	Sukiyaki	1963
1166	Taio Cruz & Ludacris	Break Your Heart	2010
1167	Ringo Starr	It Don't Come Easy	1971
1168	Chic	Good Times	1979
1169	Kelly Clarkson	Since U Been Gone	2005
1170	Robin Thicke, T.I. & Pharrell Williams	Blurred Lines	2013
1171	Sammy Kaye	Daddy	1941
1172	Mouth & MacNeal	How Do You Do!	1972
1173	George Michael	A Different Corner	1986
1174	Stevie Wonder	Master Blaster (Jammin')	1980
1175	Elton John	Daniel	1973
1176	The Ink Spots	To Each His Own	1946
1177	Billy Joel	Just the Way You Are	1978
1178	Chad Kroeger	Hero	2002
1179	The Calling	Wherever You Will Go	2002
1180	Donna Summer	MacArthur Park	1978
1181	Little Peggy March	I Will Follow Him	1963
1182	Bob Sinclar, Goleo VI & Gary 'Nesta' Pine	Love Generation	2005
1183	Roxette	Listen to Your Heart	1989
1184	James Taylor	You've Got a Friend	1971
1185	En Vogue	My Lovin' (You're Never Gonna Get It)	1992
1186	Akon & Snoop Dogg	I Wanna Love You	2007
1187	Simon & Garfunkel	El Condor Pasa (If I Could)	1970
1188	Stevie Wonder	Part-Time Lover	1985
1189	Regina Belle & Peabo Bryson	A Whole New World (Aladdin's Theme)	1993
1190	Alanis Morissette	Thank U	1998
1191	Beyonce	Baby Boy	2003
1192	John Paul Young	Love is in the Air	1978
1193	Vaughn Monroe	Ballerina	1947
1194	Michael Jackson	Ben	1972
1195	Rod Stewart	You're in My Heart (The Final Acclaim)	1977
1196	The Jackson 5	ABC	1970
1197	Destiny's Child	Bootylicious	2001
1198	The Ink Spots	We Three (My Echo, My Shadow & Me)	1941
1199	Madonna	American Life	2003
1200	Spice Girls	Spice Up Your Life	1997
1201	Crazy World of Arthur Brown	Fire	1968
1202	T Rex	Get it On	1971
1203	Tony Bennett	Rags to Riches	1953
1204	Phil Collins	One More Night	1985
1205	U2	Mysterious Ways	1992
1206	Abba	Mamma Mia	1976
1207	Steam	Na Na Hey Hey (Kiss Him Goodbye)	1970
1208	Toto	Africa	1983
1209	The Everly Brothers	Wake Up Little Susie	1957
1210	Kings of Leon	Use Somebody	2009
1211	Earth, Wind & Fire	Boogie Wonderland	1979
1212	Billy Joel	My Life	1979
1213	Jim Reeves	He'll Have to Go	1960
1214	Creedence Clearwater Revival	Have You Ever Seen the Rain?	1971
1215	Simple Minds	Alive & Kicking	1985
1216	INXS	Suicide Blonde	1990
1217	The Rolling Stones	The Last Time	1965
1218	Mariah Carey	Emotions	1991
1219	Kenny Rogers & Dolly Parton	Islands in the Stream	1983
1220	Janet Jackson	Miss You Much	1989
1221	Rosemary Clooney	Mambo Italiano	1954
1222	KLF	Justified & Ancient	1992
1223	Stevie Wonder	You Are the Sunshine of My Life	1973
1224	Chris Barber's Jazz Band	Petite Fleur (Little Flower)	1959
1225	The Everly Brothers	Bye Bye Love	1957
1226	Usher	You make Me Wanna	1997
1227	Guns n' Roses	Don't Cry	1991
1228	Gene Austin	Bye Bye, Blackbird	1926
1229	Ned Miller	From a Jack to a King	1963
1230	Spice Girls	Viva Forever	1998
1231	En Vogue	Don't Let Go (Love)	1997
1232	Rasmus	In the Shadows	2003
1233	Smokey Robinson	Being With You	1981
1234	Singing Nun (Soeur Sourire)	Dominique	1963
1235	MARRS	Pump Up the Volume	1987
1236	Paul Young	Every Time You Go Away	1985
1237	The Cowsills	Hair	1969
1238	Eve & Gwen Stefani	Let Me Blow Ya Mind	2001
1239	Captain & Tennille	Do That to Me One More Time	1980
1240	Snoop Dogg & Charlie Wilson & Justin Timberlake	Signs	2005
1241	Suzi Quatro	Can the Can	1973
1242	Booker T & the MGs	Green Onions	1962
1243	PM Dawn	Set Adrift On a Memory of Bliss	1991
1244	Toni Basil	Mickey	1982
1245	Jennifer Lopez	I'm Real	2001
1246	Beyonce	Sweet Dreams	2009
1247	Tears For Fears	Sowing the Seeds of Love	1989
1248	Frankie Lymon & The Teenagers	Why Do Fools Fall in Love?	1956
1249	Johnny Preston	Running Bear	1960
1250	Dion	The Wanderer	1962
1251	Simply Red	Fairground	1995
1252	Whitney Houston	All the Man That I Need	1991
1253	Missy 'Misdemeanor' Elliott	Work It	2002
1254	Deee-Lite	Groove is in the Heart	1990
1255	Oasis	Don't Look Back in Anger	1996
1256	Abba	I Do, I Do, I Do, I Do, I Do	1975
1257	Take That	How Deep is Your Love?	1996
1258	The Sweet	Blockbuster	1973
1259	Michael Jackson	Earth Song	1995
1260	The Beatles	Eight Days a Week	1965
1261	Cyndi Lauper	True Colors	1986
1262	Whitney Houston	I Have Nothing	1993
1263	C W McCall	Convoy	1976
1264	Fleetwood Mac	Go Your Own Way	1977
1265	Bomfunk MCs	Freestyler	2000
1266	Deep Purple	Smoke On the Water	1973
1267	Dave Edmunds	I Hear You Knockin'	1971
1268	Perry Como	Chi-Baba, Chi-Baba (My Bambino Go to Sleep)	1947
1269	Bing Crosby	Sunday, Monday or Always	1943
1270	David Bowie	Fame	1975
1271	Iyaz	Replay	2010
1272	Pink	Stupid Girls	2006
1273	The Beatles	Please Please Me	1964
1274	Georgie Fame	Ballad of Bonnie & Clyde	1968
1275	Elvis Presley	She's Not You	1962
1276	Elton John	Bennie & the Jets	1974
1277	Earth, Wind & Fire	Let's Groove	1981
1278	Sting	If I Ever Lose My Faith in You	1993
1279	Bette Midler	Wind Beneath My Wings	1989
1280	Michael Jackson	They Don't Care About Us	1996
1281	Green Day	American Idiot	2004
1282	Smokey Robinson	Tears of a Clown	1970
1283	Eddy Grant	I Don't Wanna Dance	1983
1284	Boney M	Mary's Boy Child/Oh My Lord	1978
1285	Sandra	(I'll Never Be) Maria Magdalena	1985
1286	Toto	Rosanna	1982
1287	A Taste of Honey	Boogie Oogie Oogie	1978
1288	The Byrds	Turn! Turn! Turn! (To Everything There is a Season)	1965
1289	Glenn Miller	That Old Black Magic	1943
1290	Counting Crows	Mr Jones	1994
1291	Abba	Super Trouper	1980
1292	Maxi Priest	Close to You	1990
1293	Neneh Cherry	Buffalo Stance	1989
1294	Spiller & Sophie Ellis-Bextor	Groovejet (If This Ain't Love)	2000
1295	Vic Damone	You're Breakin' My Heart	1949
1296	Mariah Carey	Someday	1991
1297	Peter Schilling	Major Tom (Coming Home)	1983
1298	Marvin Gaye	Let's Get it On	1973
1299	Ricky Martin	(Un Dos Tres) Maria	1997
1300	Aerosmith	Cryin'	1993
1301	Britney Spears	(You Drive Me) Crazy	1999
1302	Nat King Cole	Pretend	1953
1303	Danny & The Juniors	At the Hop	1957
1304	Ray Charles	What'd I Say	1959
1305	Rihanna	Rude boy	2010
1306	The Seekers	Georgy Girl	1967
1307	Paul Simon	50 Ways to Leave Your Lover	1976
1308	Anastacia	Left Outside Alone	2004
1309	Chris Isaak	Wicked Game	1991
1310	Jimmy Boyd	I Saw Mommy Kissing Santa Claus	1952
1311	Kings of Leon	Sex on Fire	2008
1312	Freda Payne	Band of Gold	1970
1313	Chris Brown & T-Pain	Kiss Kiss	2007
1314	David Bowie	Space Oddity	1973
1315	T.I. & Rihanna	Live Your Life	2008
1316	Bone Thugs-n-Harmony	Tha Crossroads	1996
1317	Sonique	It Feels So Good	2000
1318	Steve Winwood	Roll With It	1988
1319	Johnny Mercer	On the Atchison, Topeka & the Santa Fe	1945
1320	Robbie Williams	Feel	2002
1321	The Ames Brothers	Rag Mop	1950
1322	Donovan	Atlantis	1969
1323	Madonna	Material Girl	1985
1324	Edwin Starr	War	1970
1325	Wild Cherry	Play That Funky Music	1976
1326	Usher	U Got it Bad	2002
1327	Britney Spears	Lucky	2000
1328	Barry McGuire	Eve of Destruction	1965
1329	Carpenters	Yesterday Once More	1973
1330	Martha & The Vandellas	Dancing in the Street	1964
1331	The Ames Brothers	You You You	1953
1332	Kim Wilde	Kids in America	1981
1333	Ciara & Missy 'Misdemeanor' Elliot	1-2 Step	2005
1334	Perry Como	Some Enchanted Evening	1949
1335	Elton John	Your Song	1971
1336	Patty Smyth & Don Henley	Sometimes Love Just Ain't Enough	1992
1337	Britney Spears	3	2009
1338	Fairground Attraction	Perfect	1988
1339	Barry Manilow	Mandy	1975
1340	Fine Young Cannibals	Good Thing	1989
1341	Boney M	Rasputin	1978
1342	Oasis	D'You Know What I Mean?	1997
1343	Pink	Don't Let Me Get Me	2002
1344	Barbra Streisand & Donna Summer	No More Tears (Enough is Enough)	1979
1345	Britney Spears	Piece Of Me	2008
1346	Thelma Houston	Don't Leave Me This Way	1977
1347	Whitney Houston	My Love is Your Love	1999
1348	Santana & Michelle Branch	The Game of Love	2002
1349	The Sweet	Little Willy	1972
1350	Carpenters	We've Only Just Begun	1970
1351	My Chemical Romance	Welcome to the Black Parade	2006
1352	Toni Braxton	You're Makin' Me High	1996
1353	Wilbert Harrison	Kansas City	1959
1354	Taylor Swift	Love Story	2009
1355	Elton John	The One	1992
1356	Marky Mark & The Funky Bunch	Good Vibrations	1991
1357	Third Eye Blind	Semi-Charmed Life	1997
1358	Edward Maya & Vika Jigulina	Stereo love	2010
1359	Vaughn Monroe	Let it Snow! Let it Snow! Let it Snow!	1946
1360	Ne-Yo	Closer	2008
1361	Brian Hyland	Itsy Bitsy Teeny Weeny Yellow Polka Dot Bikini	1960
1362	Train	Hey, soul sister	2010
1363	Ray Charles	Hit the Road, Jack	1961
1364	Paul McCartney	Coming Up	1980
1365	Billie Holiday	Strange Fruit	1939
1366	KC & The Sunshine Band	Get Down Tonight	1975
1367	Ricky Martin	La Copa De La Vida	1998
1368	Fleetwood Mac	Dreams	1977
1369	Madonna	You'll See	1995
1370	Contours	Do You Love Me?	1962
1371	Sam Cooke	You Send Me	1957
1372	Supertramp	It's Raining Again	1982
1373	The Supremes	Stop! in the Name of Love	1965
1374	The Backstreet Boys	Show Me the Meaning of Being Lonely	2000
1375	Level 42	Lessons in Love	1986
1376	Jimmy Dorsey	Maria Elena	1941
1377	Enrique Iglesias	Bailamos	1999
1378	Kay Kyser	(I Got Spurs That) Jingle, Jangle, Jingle	1942
1379	Tab Hunter	Young Love	1957
1380	Don McLean	Cryin'	1981
1381	Rihanna	Diamonds	2012
1382	Jessie J & BoB	Price Tag	2011
1383	Lulu	To Sir, With Love	1967
1384	Minnie Riperton	Loving You	1975
1385	Bee Gees	I Started a Joke	1969
1386	Harry James	I Had the Craziest Dream	1943
1387	The Doors	Touch Me	1969
1388	Little Richard	Tutti Frutti	1955
1389	Sisqo	Thong Song	2000
1390	Nelly Furtado	I'm Like a Bird	2001
1391	The Smashing Pumpkins	1979	1996
1392	Frank Sinatra	Learnin' the Blues	1955
1393	Freddy Martin	Symphony	1946
1394	The Shadows	Apache	1960
1395	Boney M	Sunny	1977
1396	Bee Gees	How Do You Mend a Broken Heart	1971
1397	Robbie Nevil	C'est La Vie	1987
1398	Philip Bailey & Phil Collins	Easy Lover	1985
1399	Michael Jackson	The Way You Make Me Feel	1988
1400	Queen	We Will Rock You	1978
1401	Justin Timberlake	Cry Me a River	2003
1402	Flo-Rida & David Guetta	Club can't handle me	2010
1403	Doris Day	Bewitched (bothered & bewildered)	1950
1404	Evanescence	Call me when you're sober	2006
1405	Frank Chacksfield	Terry's Theme From 'Limelight'	1953
1406	Juanes	La Camisa Negra	2005
1407	Whigfield	Saturday Night	1994
1408	Gwen Stefani	Wind It Up	2006
1409	Chicago	Look Away	1989
1410	Patti Page	I Went to Your Wedding	1952
1411	Perry Como	If (They Made Me a King)	1951
1412	Samantha Fox	Touch Me (I Want Your Body)	1986
1413	Nat King Cole	The Christmas Song (Chestnuts Roasting On An Open Fire)	1946
1414	MFSB	TSOP (The Sound of Philadelphia)	1974
1415	Survivor	Burning Heart	1986
1416	Olivia Newton-John	Magic	1980
1417	Chris Norman & Suzi Quatro	Stumblin' In	1979
1418	REM	Everybody Hurts	1993
1419	Maureen McGovern	The Morning After	1973
1420	Cliff Richard	Summer Holiday	1963
1421	Metallica	Enter Sandman	1991
1422	Johnny Rivers	Memphis, Tennessee	1964
1423	Heatwave	Boogie Nights	1977
1424	The Pet Shop Boys	Heart	1988
1425	Eminem	We Made You	2009
1426	Marvin Gaye	What's Going On?	1971
1427	Jamelia	Superstar	2004
1428	Tone Loc	Wild Thing	1989
1429	Count Basie	One O'Clock Jump	1937
1430	Alice Cooper	School's Out	1972
1431	Notorious BIG & P Diddy	Mo Money Mo Problems	1997
1432	Michael Jackson	Dirty Diana	1988
1433	Gary Numan	Cars	1980
1434	Cher	The Shoop Shoop Song (It's in His Kiss)	1991
1435	Ringo Starr	You're Sixteen, You're Beautiful (And You're Mine)	1974
1436	Bee Gees	Jive Talkin'	1975
1437	U2	Where the Streets Have No Name	1987
1438	The Four Seasons	Rag Doll	1964
1439	Bing Crosby	Sweet Leilani	1937
1440	Stan Getz & Joao Gilberto	The Girl From Ipanema	1964
1441	Boston	More Than a Feeling	1976
1442	Eagle-Eye Cherry	Save Tonight	1998
1443	Flo-Rida	Whistle	2012
1444	No Doubt	It's My Life	2003
1445	The Song Spinners	Comin' in on a Wing & a Prayer	1943
1446	Robbie Williams	Angels	1998
1447	Tex Williams & The Western Caravan	Smoke! Smoke! Smoke! (That Cigarette)	1947
1448	Madonna	Open Your Heart	1987
1449	Adele	Skyfall	2012
1450	Shaggy	Oh Carolina	1993
1451	Taco	Puttin' on the Ritz	1983
1452	Dion	Runaround Sue	1961
1453	Bee Gees	Words	1968
1454	New Kids On The Block	You Got it (The Right Stuff)	1989
1455	B*Witched	C'est La Vie	1998
1456	Shanice	I Love Your Smile	1992
1457	Bruce Hornsby & The Range	The Way it Is	1986
1458	Dinah Shore	I'll Walk Alone	1944
1459	N Sync	It's Gonna Be Me	2000
1460	Bobbie Gentry	Ode To Billie Joe	1967
1461	The White Stripes	7 Nation Army	2003
1462	Taylor Dayne	Tell it to My Heart	1988
1463	Rod Stewart	Have I Told You Lately	1993
1464	The Shirelles	Will You Love Me Tomorrow	1960
1465	Bing Crosby & Les Paul	It's Been a Long, Long Time	1945
1466	Simon & Garfunkel	The Boxer	1969
1467	Janet Jackson	Doesn't Really Matter	2000
1468	Des'ree	Life	1998
1469	Celine Dion & R Kelly	I'm Your Angel	1998
1470	The Pointer Sisters	Fire	1979
1471	Charlene	I've Never Been to Me	1982
1472	Nicki French	Total Eclipse of the Heart	1995
1473	Peter Frampton	Show Me the Way	1976
1474	Kim Wilde	(You Keep Me) Hangin' On	1987
1475	Opus	Live Is Life	1985
1476	Bon Jovi	This Ain't a Love Song	1995
1477	Britney Spears	Sometimes	1999
1478	Frijid Pink	House of the Rising Sun	1970
1479	Merril Bainbridge	Mouth	1996
1480	Michael Jackson	You Rock My World	2001
1481	The Beach Boys	I Get Around	1964
1482	Ben Bernie	Sweet Georgia Brown	1925
1483	The Four Seasons	Sherry	1962
1484	Miguel Rios	A Song Of Joy	1970
1485	Space	Magic Fly	1977
1486	Les Brown	My Dreams Are Getting Better All the Time	1945
1487	Ciara & Petey Pablo	Goodies	2004
1488	Vernon Dalhart	The Prisoner's Song	1925
1489	Three Dog Night	Mama Told Me Not to Come	1970
1490	The Ink Spots	The Gypsy	1946
1491	Lionel Richie	Dancing On the Ceiling	1986
1492	Queen & David Bowie	Under Pressure	1981
1493	fun.	We Are Young	2012
1494	Rick Dees & his Cast of Idiots	Disco Duck	1976
1495	Avril Lavigne	I'm With You	2003
1496	The Kinks	Sunny Afternoon	1966
1497	Warren G & Nate Dogg	Regulate	1994
1498	Lesley Gore	It's My Party	1963
1499	Teresa Brewer	Till I Waltz Again With You	1953
1500	Britney Spears	Circus	2009
1501	Prince	Cream	1991
1502	Tom Jones	Help Yourself	1968
1503	Donna Summer	The Last Dance	1978
1504	Edison Lighthouse	Love Grows (Where My Rosemary Goes)	1970
1505	Wings	My Love	1973
1506	Kate Bush	Running Up That Hill	1985
1507	Kenny Rogers	Coward of the County	1980
1508	The Beatles	I Saw Her Standing There	1964
1509	Melanie C & Lisa 'Left Eye' Lopes	Never Be the Same Again	2000
1510	Electric Light Orchestra	Hold On Tight	1981
1511	Flo-Rida	Good Feeling	2012
1512	Starland Vocal Band	Afternoon Delight	1976
1513	Ohio Express	Yummy Yummy Yummy	1968
1514	Ray Charles	Georgia On My Mind	1960
1515	Tony Rich Project	Nobody Knows	1996
1516	Michael Bolton	How am I Supposed to Live Without You?	1990
1517	Tommy Dorsey & Frank Sinatra	There Are Such Things	1943
1518	Neil Sedaka	Breaking Up is Hard to Do	1962
1519	Jennifer Lopez & LL Cool J	All I Have	2003
1520	Ugly Kid Joe	Cat's in the Cradle	1993
1521	The Human League	Human	1986
1522	The Goo Goo Dolls	Slide	1999
1523	Middle of The Road	Chirpy, Chirpy, Cheep, Cheep	1971
1524	Atomic Kitten	The Tide is High (Get the Feeling)	2002
1525	Alanis Morissette	You Learn	1996
1526	Rosemary Clooney	Half As Much	1952
1527	Black Sabbath	Paranoid	1970
1528	Christina Aguilera	Come On Over Baby (All I Want is You)	2000
1529	Jimmy Dorsey	Green Eyes	1941
1530	Buddy Holly	Peggy Sue	1957
1531	The Stylistics	You Make Me Feel Brand New	1974
1532	Duran Duran	Notorious	1986
1533	Charlie Rich	The Most Beautiful Girl	1974
1534	Celine Dion	That's the Way it Is	1999
1535	Jerry Murad's Harmonicats	Peg o' My Heart	1947
1536	Coolio & 40 Thevz	C U When U Get There	1997
1537	The Police	De Do Do Do, De Da Da Da	1981
1538	Mr Mister	Kyrie	1986
1539	Earth, Wind & Fire	September	1979
1540	Avril Lavigne	My Happy Ending	2004
1541	Tina Turner	The Best	1989
1542	Pink	U & Ur Hand	2006
1543	Phil Collins	I Wish it Would Rain Down	1990
1544	Enrique Iglesias & Pitbull	I Like It	2010
1545	Avril Lavigne	Don't Tell Me	2004
1546	Debbie Gibson	Lost in Your Eyes	1989
1547	Fanny Brice	My Man	1922
1548	La Roux	Bulletproof!	2009
1549	Kid Cudi & Crookers	Day 'n' Nite	2009
1550	Shakira	She Wolf	2009
1551	Abba	The Name of the Game	1977
1552	The Lighthouse Family	High	1998
1553	Robert Miles	One & One	1996
1554	Guns n' Roses	You Could Be Mine	1991
1555	Falco	Der Kommissar	1982
1556	Gwen Stefani	What U Waitin' 4	2004
1557	Gloria Estefan	Coming Out of the Dark	1991
1558	John Parr	St Elmo's Fire (Man in Motion)	1985
1559	Janet Jackson	Runaway	1995
1560	Whitney Houston	I'm Every Woman	1993
1561	Artie Shaw	Stardust	1941
1562	Jennifer Lopez	Ain't it Funny	2001
1563	Electric Light Orchestra	Livin' Thing	1976
1564	Bon Jovi	Bed of Roses	1993
1565	Gloria Gaynor	Never Can Say Goodbye	1975
1566	Marvin Hamlisch	The Entertainer	1974
1567	The Monkees	Last Train to Clarksville	1966
1568	The Police	Message in a Bottle	1979
1569	Jefferson Airplane	White Rabbit	1967
1570	N-Trance & Ricardo Da Force	Stayin' Alive	1995
1571	Gregory Abbott	Shake You Down	1987
1572	Madness	Our House	1983
1573	Alphaville	Big in Japan	1984
1574	Suzanne Vega	Luka	1987
1575	Vanessa Williams	Colors of the Wind	1995
1576	Staff Sergeant Barry Sadler	Ballad of the Green Berets	1966
1577	The Troggs	With a Girl Like You	1966
1578	Rihanna	Unfaithful	2006
1579	Barbra Streisand & Bryan Adams	I Finally Found Someone	1997
1580	T.I. & Justin Timberlake	Dead & Gone	2009
1581	Aneka	Japanese Boy	1981
1582	Elvis Presley	Way Down	1977
1583	Wham!	Everything She Wants	1985
1584	Samantha Sang	Emotion	1978
1585	David Whitfield & Mantovani	Cara Mia	1954
1586	Rod Stewart	Passion	1981
1587	Linda Ronstadt & Aaron Neville	Don't Know Much	1989
1588	The Young Rascals	Groovin'	1967
1589	Sarah Brightman & Andrea Bocelli	Time to Say Goodbye (Con Te Partiro)	1997
1590	Robin Beck	First Time	1988
1591	All-American Rejects	Gives You Hell	2009
1592	Sheryl Crow	Strong Enough	1995
1593	The Platters	Twilight Time	1958
1594	Jefferson Starship	Sara	1986
1595	George Harrison	All Those Years Ago	1981
1596	The Rolling Stones	Emotional Rescue	1980
1597	George Michael	Father Figure	1988
1598	Mariah Carey	It's Like That	2005
1599	Britney Spears	Hold It Against Me	2011
1600	Mitch Miller	Yellow Rose of Texas	1955
1601	Joey Dee & The Starliters	Peppermint Twist	1962
1602	James Taylor	Fire & Rain	1970
1603	Bruno Mars	Locked Out Of Heaven	2012
1604	Craig Douglas	Only Sixteen	1959
1605	Tommy Roe	Sheila	1962
1606	Toni Braxton	He Wasn't Man Enough	2000
1607	Cascada	Evacuate The Dancefloor	2009
1608	MC Sar & The Real McCoy	Run Away	1995
1609	Michael Jackson	Rock With You	1980
1610	Cascada	Everytime We Touch	2006
1611	Bryan Adams	Heaven	1985
1612	The Doors	Riders On the Storm	1971
1613	Quarterflash	Harden My Heart	1982
1614	Four Aces	Mister Sandman	1955
1615	Eminem	Not afraid	2010
1616	Bill Withers	Lean On Me	1972
1617	Woody Guthrie	This Land is Your Land	1944
1618	Mark Morrison	Return of the Mack	1996
1619	Kenny Rogers	Lucille	1977
1620	Lloyd Price	Stagger Lee	1959
1621	Paula Abdul	Forever Your Girl	1989
1622	Harold Faltermeyer	Axel F	1985
1623	Nelly Furtado	Maneater	2006
1624	Jimmy Dorsey	Amapola (Pretty Little Poppy)	1941
1625	Donovan	Mellow Yellow	1966
1626	Engelbert Humperdinck	Release Me (And Let Me Love Again)	1967
1627	Player	Baby Come Back	1978
1628	Tiffany	Could've Been	1988
1629	Janet Jackson	Love Will Never Do (Without You)	1991
1630	Art Garfunkel	Bright Eyes	1979
1631	Blondie	Maria	1999
1632	Stories	Brother Louie	1973
1633	Gloria Estefan	I Don't Wanna Lose You	1989
1634	Mary MacGregor	Torn Between Two Lovers	1977
1635	Bert Kaempfert & his Orchestra	Wonderland By Night	1961
1636	East 17	Stay Another Day	1994
1637	Natasha Bedingfield	Unwritten	2005
1638	The Beatles	Love Me Do	1964
1639	Captain Hollywood Project	More & More	1993
1640	John Denver	Annie's Song	1974
1641	Ella Fitzgerald	A-Tisket A-Tasket	1938
1642	Eddie Cantor	Makin' Whoopee	1929
1643	N Sync	Girlfriend	2002
1644	Midnight Oil	Beds Are Burning	1988
1645	U2	Pride (In the Name of Love)	1984
1646	Henry Mancini	Moon River	1961
1647	Electric Light Orchestra	Don't Bring Me Down	1979
1648	Ashanti	Foolish	2002
1649	Olivia Newton-John	I Honestly Love You	1974
1650	Tommy James & the Shondells	Hanky Panky	1966
1651	Lou Reed	Walk On the Wild Side	1973
1652	Chesney Hawkes	The One & Only	1991
1653	Wheatus	Teenage Dirtbag	2001
1654	Shakira & Freshly Ground	Waka Waka (This Time For Africa)	2010
1655	The Beatles	Revolution	1968
1656	Fall Out Boy	This Ain't A Scene, It's An Arms Race	2007
1657	Rick Astley	She Wants to Dance With Me	1988
1658	Smash Mouth	All Star	1999
1659	Billy Eckstine	My Foolish Heart	1950
1660	Bing Crosby & The Andrews Sisters	Pistol Packin' Mama	1943
1661	2Pac	Changes	1999
1662	Creedence Clearwater Revival	Down On the Corner	1969
1663	Creedence Clearwater Revival	Green River	1969
1664	Jo Stafford	Make Love to Me	1954
1665	Bobby Brown	On Our Own (Theme from 'Ghostbusters II')	1989
1666	Anne Murray	You Needed Me	1978
1667	Tag Team	Whoomp! (There it Is)	1993
1668	Tony Bennett	Cold, Cold Heart	1951
1669	The Floaters	Float On	1977
1670	Jan & Dean	Surf City	1963
1671	Madonna	Erotica	1992
1672	Roxette	Fading Like a Flower (Every Time You Leave)	1991
1673	Franz Ferdinand	Take Me Out	2004
1674	Morris Albert	Feelings	1975
1675	The Andrews Sisters	Boogie Woogie Bugle Boy	1941
1676	Vaughn Monroe	There! I've Said it Again	1945
1677	Linkin Park	Somewhere I Belong	2003
1678	The Black Eyed Peas	Let's Get it Started	2004
1679	The Mills Brothers	The Glow-Worm	1952
1680	Salt-N-Pepa	Let's Talk About Sex	1991
1681	Johnny Tillotson	Poetry in Motion	1960
1682	Duke Ellington	Take The 'A' Train	1941
1683	Gigliola Cinquetti	Non Ho L'Eta Per Amarti	1964
1684	Ritchie Valens	Donna	1959
1685	Eruption	I Can't Stand the Rain	1978
1686	Paul Anka	Put Your Head On My Shoulder	1959
1687	Dr Hook	When You're in Love With a Beautiful Woman	1979
1688	Rick Springfield	Jessie's Girl	1981
1689	Ethel Waters	Stormy Weather (Keeps Rainin' All the Time)	1933
1690	Paul Young	Come Back & Stay	1983
1691	The Lemon Pipers	Green Tambourine	1968
1692	Elton John	Lucy in the Sky With Diamonds	1975
1693	Milli Vanilli	Blame it On the Rain	1989
1694	The Pussycat Dolls & will.i.am	Beep	2006
1695	Eagles	New Kid in Town	1977
1696	Roger Miller	King of the Road	1965
1697	Middle of The Road	Sacramento (A Wonderful Town)	1972
1698	Three Doors Down	Here Without You	2004
1699	JoJo	Leave (Get Out)	2004
1700	A-Ha	The Sun Always Shines On TV	1986
1701	Wham!	The Edge of Heaven	1986
1702	Barbra Streisand & Neil Diamond	You Don't Bring Me Flowers	1978
1703	Cheap Trick	The Flame	1988
1704	Bing Crosby	Only Forever	1940
1705	Elton John	Believe	1995
1706	The Hollies	Bus Stop	1966
1707	Johnny & The Hurricanes	Red River Rock	1959
1708	The Small Faces	Itchycoo Park	1967
1709	Jimmy Dean	Big Bad John	1961
1710	Bing Crosby	Now Is the Hour (Maori Farewell Song)	1948
1711	KC & The Sunshine Band	I'm Your Boogie Man	1977
1712	Fergal Sharkey	A Good Heart	1985
1713	Johnny Mercer	Personality	1946
1714	Sandi Thom	I Wish I Was A Punk Rocker (With Flowers In My Hair)	2006
1715	No Doubt	Hey Baby	2002
1716	Meco	Star Wars Theme - Cantina Band	1977
1717	The Beach Boys	Barbara Ann	1966
1718	Van Morrison	Brown Eyed Girl	1967
1719	Robin S	Show Me Love	1993
1720	Mary J Blige	Be Without You	2006
1721	Shakira	La Tortura	2005
1722	Royal Guardsmen	Snoopy Vs the Red Baron	1967
1723	Stealer's Wheel	Stuck in the Middle With You	1973
1724	Harry James	It's Been a Long, Long Time	1945
1725	Dave Clark Five	Glad All Over	1964
1726	Gwen Stefani	Rich Girl	2005
1727	Gary Wright	Dream Weaver	1976
1728	Limp Bizkit	Behind Blue Eyes	2004
1729	Katy Perry	Last Friday Night (TGIF)	2011
1730	Madonna	Cherish	1989
1731	Ben Selvin	Happy Days Are Here Again	1930
1732	Lady Antebellum	Need You Now	2010
1733	Billy Paul	Me & Mrs Jones	1973
1734	Suzi Quatro	Devil Gate Drive	1974
1735	Visage	Fade to Grey	1981
1736	Billie Holiday	God Bless the Child	1941
1737	Abba	One of Us	1981
1738	Roy Acuff	Wabash Cannonball	1938
1739	Guns n' Roses	Paradise City	1989
1740	The Ventures	Walk Don't Run	1960
1741	Joe Cocker	With a Little Help From My Friends	1968
1742	Tracy Chapman	Give Me One Reason	1996
1743	Foreigner	Urgent	1981
1744	The Temptations	Just My Imagination (Running Away With Me)	1971
